,Unnamed: 0,context_translated,question_translated,text_translated,original_index
134,134,"වොෂිංටන් විශ්වවිද්‍යාල නීති විද්‍යාලය ඔලින් ව්‍යාපාරික පාසල, කලා හා විද්‍යා උපාධි පාසල, වෛද්‍ය විද්‍යාලය සහ සමාජ වැඩ පාසල සමඟ ඒකාබද්ධ උපාධි වැඩසටහන් ඉදිරිපත් කරයි. බුද්ධිමය දේපළ හා තාක්‍ෂණ නීතිය පිළිබඳ එල්එල්එම්, බදුකරණය පිළිබඳ එල්එල්එම්, විදේශීය නීති Lawyers යින් සඳහා එක්සත් ජනපද නීතියේ එල්එල්එම්, අධිකරණ අධ්‍යයන ශාස්ත්‍රපති (එම්ජේඑස්) සහ ජූරිස් විද්‍යා වෛද්‍යවරුන් (ජේඑස්ඩී) ද එය ඉදිරිපත් කරයි. නීති විද්‍යාලය වසන්තය, ගිම්හානය සහ වැටීම යන පා courses මාලා 3 ක් ඉදිරිපත් කරන අතර ජේඩී සඳහා අවම වශයෙන් පැය 85 ක පා work මාලා අවශ්‍ය වේ. නීති විද්‍යාලය වසන්තය, ගිම්හානය සහ වැටීම යන පා courses මාලා 3 ක් ඉදිරිපත් කරන අතර ජේඩී සඳහා අවම වශයෙන් පැය 85 ක පා work මාලා අවශ්‍ය වේ.",වොෂිංටන් විශ්වවිද්‍යාල නීති විද්‍යාලය විසින් පා courses මාලා කීයක් ඉදිරිපත් කරයිද?,සෙමෙස්ටර් 3 ක්,2134
135,135,"ෆ්ලැටොප් යාත්රා සංවර්ධනය කිරීම මගින් පළමු විශාල නැව් නැව් නිපදවන ලදී. 1918 දී එච්එම්එස් ආර්ගස් නාවික ගුවන් යානා දියත් කිරීමට සහ නැවත ලබා ගැනීමට හැකියාව ඇති ලොව ප්‍රථම ගුවන් සේවය බවට පත්විය. 1922 වොෂිංටන් නාවික ගිවිසුමේ ප්‍රති heavy ලයක් ලෙස නව බර පෘෂ් comb ීය සටන් නැව් තැනීම සීමා කරන ලද අතර, බොහෝ මුල් ගුවන් යානා ප්‍රවාහනය කළේ විවිධ නැව් වර්ග ලෙස තැබූ (හෝ සේවය කර ඇති) නැව් පරිවර්තනය කිරීමයි: භාණ්ඩ නැව්, ක is ස් යාන, යුධ නෞකා , හෝ යුධ නැව්. මෙම පරිවර්තනයන් ලෙක්සිංටන් පන්තියේ ගුවන් යානා (1927), අකාගි සහ ධෛර්ය සම්පන්න පන්තියට මග පෑදීය. 1920 ගණන්වල මැද භාගය වන විට ගුවන් යානා ප්‍රවාහනය කිරීම සඳහා හිතාමතාම නිර්මාණය කරන ලද නාවික යාත්‍රා කිහිපයක් යුද නැව් ඇණවුම් කිරීම සහ ගොඩ නැගීමත් සමඟ විශේෂ ist වාහක පරිණාමය ඉතා හොඳින් සිදු වෙමින් පැවතුණි. (1927). දෙවන ලෝක සංග්‍රාම සමයේදී මෙම නැව් නැව් යාත්‍රා ලෙස හැඳින්වේ. [උපුටා දැක්වීම අවශ්‍යයි] [උපුටා දැක්වීම අවශ්‍යයි]",1927 දී මෙම නැව් පරිවර්තනයට හේතු වූයේ කුමන ආකාරයේ ගුවන් යානා ප්‍රවාහකයන් ද?,ලෙක්සිංටන් පන්තිය,2135
136,136,"නගරාධිපති සහ සභා සාමාජිකයින් සිව් අවුරුදු ධූර කාලයකට තේරී පත්වේ. නගර සභාව යනු භූගෝලීය ජනගහන සීමාවන් අනුව දිස්ත්‍රික්ක නිර්වචනය කර ඇති සභා සාමාජිකයින් 51 දෙනෙකුගෙන් සමන්විත ඒකීය සංවිධානයකි. නගරාධිපති සහ සභා සාමාජිකයින් සඳහා වන සෑම ධුර කාලයක්ම වසර හතරක් පවතින අතර අඛණ්ඩව තුන් අවුරුදු කාල සීමාවක් ඇත, නමුත් සිව් අවුරුදු විවේකයකින් පසුව නැවත ආරම්භ කළ හැකිය. නිව්යෝර්ක් නගරයේ පරිපාලන කේතය, නිව්යෝර්ක් නගර නීති සහ නගර වාර්තාව යනු පිළිවෙලින් දේශීය නීති සංග්‍රහය, රෙගුලාසි සම්පාදනය කිරීම සහ නිල සඟරාවයි. නිව්යෝර්ක් නගරයේ පරිපාලන කේතය, නිව්යෝර්ක් නගර නීති සහ නගර වාර්තාව යනු පිළිවෙලින් දේශීය නීති සංග්‍රහය, රෙගුලාසි සම්පාදනය කිරීම සහ නිල සඟරාවයි.",නිව්යෝර්ක් නගර සභා මන්ත්‍රීවරයකුගේ ධුර කාලය කොපමණද?,අවුරුදු හතරක්,2136
137,137,"සමහර පුරාවිද්‍යා ologists යින් විසින් අනුමාන කරනුයේ සුමේරියානු කථිකයන් එහි වාරිමාර්ග කෘෂිකර්මාන්තය පරිපූර්ණ කිරීමෙන් පසු උතුරෙන් බැස ගිය ගොවීන් බවය. දකුණු මෙසපොතේමියාවේ උබයිඩ් කුඹල් කර්මාන්තය චෝගා මාමි සංක්‍රාන්ති භාණ්ඩ හරහා උතුරේ සමාරා යුගයේ සංස්කෘතියේ (ක්‍රි.පූ. 5700 - 4900 ක්‍රි.පූ. සී -14) මැටි බඳුන් හා සම්බන්ධ කර ඇත. මැද ටයිග්‍රිස් ගඟ සහ එහි අතු ගංගා. 1980 දශකයේ දී ප්‍රංශ ජාතිකයන් විසින් කැණීම් කරන ලද ලාර්සා අසල ටෙල් අවේලි (ඕයෙලි, ඔයෙයිලි) හි දී මෙම සම්බන්ධතාවය වඩාත් පැහැදිලිව දැකගත හැකි අතර එහිදී මට්ටම් අටක් සමරන් ගබඩාවට සමාන උබයිඩ් පූර්ව මැටි බඳුන් ලබා දුන්නේය. මෙම සිද්ධාන්තයට අනුව, ගොවීන් දකුණු මෙසපොතේමියාවට ව්‍යාප්ත වූයේ ජල පාලනය සඳහා ශ්‍රමය හා තාක්‍ෂණය බලමුලු ගැන්වීම සඳහා පන්සල් කේන්ද්‍රීය සමාජ සංවිධානයක් ගොඩනඟා ඇති නිසාත්, දුෂ්කර පරිසරයක ජීවත් වීමට හා සමෘද්ධිමත් වීමටත් ඔවුන්ට හැකි වූ බැවිනි. [උපුටා දැක්වීම අවශ්‍යයි] [උපුටා දැක්වීම අවශ්‍යයි]",වාරිමාර්ග කෘෂිකර්මාන්තයේ ප්‍රාථමික ක්‍රමයක් අනුගමනය කළ ප්‍රථමයා කවුද?,සමාරා,2137
138,138,"බොහෝ විට ජාතික ලීගයක ශක්තිමත්ම කණ්ඩායම් දෙක අතර දැඩි එදිරිවාදිකම් පවතින අතර, විශේෂයෙන්ම ලා ලිගා හි මෙය සිදු වේ, එහිදී බාසිලෝනා සහ රියල් මැඩ්රිඩ් අතර තරගය එල් ක්ලැසිකෝ ලෙස හැඳින්වේ. ජාතික තරඟ ආරම්භයේ සිටම සමාජ ශාලා ස්පා Spain ් in යේ ප්‍රතිවාදී කලාප දෙකක නියෝජිතයන් ලෙස දැකගත හැකි විය: කැටලෝනියාව සහ කැස්ටිල් මෙන්ම නගර දෙකේ. එක් කතුවරයකු විසින් ස්පා Spanish ් Civil සිවිල් යුද්ධය නැවත පණ ගැන්වීමක් ලෙස දකින කැටලන් සහ කැස්ටිලියානුවන් අතර දේශපාලන හා සංස්කෘතික ආතතීන් ලෙස බොහෝ දෙනා සලකන දේ එදිරිවාදිකම්වලින් පිළිබිඹු වේ. එක් කතුවරයකු විසින් ස්පා Spanish ් Civil සිවිල් යුද්ධය නැවත පණ ගැන්වීමක් ලෙස දකින කැටලන් සහ කැස්ටිලියානුවන් අතර දේශපාලන හා සංස්කෘතික ආතතීන් ලෙස බොහෝ දෙනා සලකන දේ එදිරිවාදිකම්වලින් පිළිබිඹු වේ.",ස්පා Spain ් of යේ ප්‍රදේශ හැරුණු විට බාසිලෝනා සහ රියල් මැඩ්රිඩ් අතර ඇති වෙනත් වෙනස්කම් මොනවාද?,නගර දෙකක්,2138
139,139,නගර දෙකක්... රුසියානු අධිරාජ්‍යය මුලින් ඔස්ට්‍රියාව සමඟ පෙලගැසී සිටියේ පෝලන්ත-ලිතුවේනියානු පොදුරාජ්‍ය මණ්ඩලය පිළිබඳ ප්‍රුෂියාගේ අභිලාෂයට බිය වූ නමුත් 1762 දී තුන්වන සාර් පීටර්ගේ අනුප්‍රාප්තිකයා කෙරෙහි පැති මාරු විය.,ප්‍රුෂියාව සමඟ මිත්‍ර වූ රට කුමක්ද?,ප්‍රුෂියා බ්‍රිතාන්‍යය සමඟ ඇතිකරගත් මිත්‍රත්වය,2139
140,140,"ගැරී නුමන්, හියුමන් ලීග්, සොෆ්ට් සෙල්, ජෝන් ෆොක්ස් සහ විසේජ් වැනි කලාකරුවන් නව සින්තපොප් ශෛලියක් සඳහා පුරෝගාමී වීමට උපකාර කළ අතර එය ඉලෙක්ට්‍රොනික හා සංස්ෙල්ෂක සංගීතයෙන් වැඩි වැඩියෙන් ආකර්ෂණය වූ අතර එම්ටීවී නැගීමෙන් ප්‍රයෝජන ලැබීය. පශ්චාත්-පන්ක් කලාකරුවන් වන ස්ක්‍රිටි පොලිටිගේ ග්‍රීන් ගාර්ට්සයිඩ් සහ ජොසෙෆ් කේ ගේ පෝල් හේග්, මීට පෙර ඇවන්ගාඩ් පුරුදු වල නිරත වූ අතර, මෙම ප්‍රවේශයන්ගෙන් turned ත් වී ප්‍රධාන ධාරාවේ විලාසිතාවන් සහ වාණිජමය සාර්ථකත්වය අනුගමනය කළහ. පශ්චාත්-පන්ක් කලාකරුවන් විසින් පොප් ප්‍රධාන ධාරාවට කඩාකප්පල්කාරී අදහස් ගෙන ඒමට උත්සාහ කළ මෙම නව වර්ධනයන්, නව පොප් යන අලෙවිකරණ යෙදුම යටතේ වර්ගීකරණය කිරීමට පටන් ගත්හ. පශ්චාත්-පන්ක් කලාකරුවන් විසින් පොප් ප්‍රධාන ධාරාවට කඩාකප්පල්කාරී අදහස් ගෙන ඒමට උත්සාහ කළ මෙම නව වර්ධනයන්, නව පොප් යන අලෙවිකරණ යෙදුම යටතේ වර්ගීකරණය කිරීමට පටන් ගත්හ.",සමහර පශ්චාත්-පන්ක් කලාකරුවන් ඔවුන්ගේ පෙර ඇවන්ගාඩ් පිළිවෙත් ප්‍රතික්ෂේප කළේ කුමක් ද?,වාණිජමය සාර්ථකත්වය,2140
141,141,වාණිජමය සාර්ථකත්වය බොහෝ යෞවනයන් ඔවුන්ගේ වයස ආසන්න වශයෙන් ආලය කර ඇති අතර පිරිමි ළමයින් සාමාන්‍යයෙන් එකම වයසේ හෝ ඊට අඩු අය සමඟ හවුල් වෙති. ගැහැනු ළමයින් සාමාන්‍යයෙන් එකම වයසේ හෝ ඊට වැඩි හවුල්කරුවන් සමඟ ආලය කරති.,නහඹර විය පුරාම සබඳතාවල සාමාන්‍ය කාලය වැඩි වේද?,වැඩිවේ,2141
142,142,"2002 දී IBM PwC උපදේශනය ලබා ගත්තේය. 2003 දී එය සමාගම් වටිනාකම් නැවත අර්ථ දැක්වීමේ ව්‍යාපෘතියක් ආරම්භ කළේය. සිය ජෑම් තාක්‍ෂණය උපයෝගී කරගනිමින්, සේවකයින් 50,000 ක් සමඟ ප්‍රධාන ව්‍යාපාරික ගැටළු පිළිබඳ දින තුනක අන්තර්ජාල පදනම් වූ මාර්ගගත සාකච්ඡාවක් පැවැත්වීය. පොදු තේමාවන් සඳහා නවීන පෙළ විශ්ලේෂණ මෘදුකාංග (eClassifier) සමඟ දත්ත හෑරූ ප්‍රති Results ල විය. ""සෑම සේවාදායකයෙකුගේම සාර්ථකත්වයට කැපවීම"", ""අපගේ සමාගමට සහ ලෝකයට වැදගත් වන නවෝත්පාදනයන්"" සහ ""සියලු සබඳතා කෙරෙහි විශ්වාසය හා පෞද්ගලික වගකීම"" යන කරුණු තුනක් මතු විය. තවත් දින තුනක තදබදයක් 2004 දී සිදු වූ අතර සේවකයින් 52,000 ක් සමාගම් වටිනාකම් ප්‍රායෝගිකව ක්‍රියාත්මක කළ හැකි ආකාරය පිළිබඳව සාකච්ඡා කළහ. තවත් දින තුනක තදබදයක් 2004 දී සිදු වූ අතර සේවකයින් 52,000 ක් සමාගම් වටිනාකම් ප්‍රායෝගිකව ක්‍රියාත්මක කළ හැකි ආකාරය පිළිබඳව සාකච්ඡා කළහ.",සබැඳි සාකච්ඡාවේ ප්‍රති results ල විශ්ලේෂණය කිරීමට IBM භාවිතා කළේ කුමක්ද?,eClassifier,2142
143,143,"අධෝරක්ත කිරණ කාර්මික, විද්‍යාත්මක හා වෛද්‍ය යෙදීම්වල භාවිතා වේ. සක්‍රීය ආසන්න අධෝරක්ත කිරණ භාවිතා කරන රාත්‍රී දර්ශන උපාංග නිරීක්‍ෂකයා හඳුනා නොගෙන මිනිසුන්ට හෝ සතුන්ට නිරීක්ෂණය කිරීමට ඉඩ දෙයි. අධෝරක්ත තාරකා විද්‍යාව අණුක වලාකුළු වැනි අභ්‍යවකාශයේ දූවිලි සහිත ප්‍රදේශවලට විනිවිද යාමට සංවේදක සහිත දුරේක්ෂ භාවිතා කරයි; ග්‍රහලෝක වැනි වස්තූන් හඳුනා ගැනීම සහ විශ්වයේ මුල් දිනවල සිට රතු පැහැයෙන් වෙනස් වූ වස්තූන් බැලීම. පරිවාරක පද්ධතිවල තාප අලාභය හඳුනා ගැනීමට, සමේ රුධිර ප්‍රවාහය වෙනස් වීම නිරීක්ෂණය කිරීමට සහ විද්‍යුත් උපකරණවල අධික උනුසුම් වීම හඳුනා ගැනීමට අධෝරක්ත තාප-රූප කැමරා භාවිතා කරයි. පරිවාරක පද්ධතිවල තාප අලාභය හඳුනා ගැනීමට, සමේ රුධිර ප්‍රවාහය වෙනස් වීම නිරීක්ෂණය කිරීමට සහ විද්‍යුත් උපකරණවල අධික උනුසුම් වීම හඳුනා ගැනීමට අධෝරක්ත තාප-රූප කැමරා භාවිතා කරයි.",පරිවරණය කළ පද්ධතියේ තාප අලාභය නිරීක්ෂණය කිරීම සඳහා භාවිතා කරන උපකරණ මොනවාද?,අධෝරක්ත තාප රූප කැමරා,2143
144,144,"බ්‍රිතාන්‍ය දූපත් වලින් පිටත භූමි 14 කට වඩා බ්‍රිතාන්‍යය ස්වෛරීභාවය රඳවාගෙන ඇති අතර ඒවා 2002 දී බ්‍රිතාන්‍ය විදේශීය ප්‍රදේශ ලෙස නම් කරන ලදී. ඉතිරිය විවිධාකාරයෙන් ස්වයං පාලනයක් වන අතර විදේශ සබඳතා සහ ආරක්ෂාව සඳහා එක්සත් රාජධානිය මත රඳා පවතී. නිදහස කරා යාමට අපේක්ෂා කරන ඕනෑම විදේශීය ප්‍රදේශයකට සහාය වීමට බ්‍රිතාන්‍ය රජය කැමැත්ත පළ කර ඇති අතර, එය විකල්පයක් වේ. විදේශීය භූමි කිහිපයක බ්‍රිතාන්‍ය ස්වෛරීභාවය ඔවුන්ගේ භූගෝලීය අසල්වැසියන් විසින් විවාදයට ලක් කර ඇත: ජිබ්‍රෝල්ටාර් ස්පා Spain ් by ය, ෆෝක්ලන්ඩ් දූපත් සහ දකුණු ජෝර්ජියාව සහ දකුණු සැන්ඩ්විච් දූපත් ආර්ජන්ටිනාව විසින් ද, බ්‍රිතාන්‍ය ඉන්දියානු සාගර ප්‍රදේශය මොරිෂස් සහ සීෂෙල්ස් විසින් ද හිමිකරගෙන ඇත. බ්‍රිතාන්‍ය ඇන්ටාක්ටික් ප්‍රදේශය ආර්ජන්ටිනාව සහ චිලී හි අතිච්ඡාදනය වන හිමිකම් වලට යටත් වන අතර බොහෝ රටවල් ඇන්ටාක්ටිකාවේ කිසිදු භෞමික හිමිකම් හඳුනා නොගනී. බ්‍රිතාන්‍ය ඇන්ටාක්ටික් ප්‍රදේශය ආර්ජන්ටිනාව සහ චිලී හි අතිච්ඡාදනය වන හිමිකම් වලට යටත් වන අතර බොහෝ රටවල් ඇන්ටාක්ටිකාවේ කිසිදු භෞමික හිමිකම් හඳුනා නොගනී.",ෆෝක්ලන්ඩ් දූපත් වලට හිමිකම් කියන බ්‍රිතාන්‍යයට අමතරව කුමන රටද?,ආර්ජන්ටිනාව,2144
145,145,කොංගෝ ජනරජයට 1960 අගෝස්තු 15 වන දින ප්‍රංශයෙන් පූර්ණ නිදහස ලැබුණි. කම්කරු කණ්ඩායම් සහ ප්‍රතිවාදී දේශපාලන පක්ෂ විසින් ඔහු නෙරපා දැමූ දින තුනක නැගිටීමක් ඇති කරන තෙක් ෆුල්බට් යූලෝ රටේ පළමු ජනාධිපතිවරයා ලෙස පාලනය කළේය. කොංගෝ හමුදාව කෙටියෙන් රට භාරගත් අතර ඇල්ෆොන්ස් මැසම්බා-ඩෙබාත්ගේ ප්‍රධානත්වයෙන් සිවිල් තාවකාලික රජයක් පිහිටුවන ලදී. කොංගෝ හමුදාව කෙටියෙන් රට භාරගත් අතර ඇල්ෆොන්ස් මැසම්බා-ඩෙබාත්ගේ ප්‍රධානත්වයෙන් සිවිල් තාවකාලික රජයක් පිහිටුවන ලදී.,කොංගෝව යටත් විජිත පාලනයෙන් සම්පූර්ණයෙන්ම ස්වාධීන වූයේ කුමන දිනයකද?,1960 අගෝස්තු 15,2145
146,146,1960 අගෝස්තු 15... ඔවුන් දැන් රෙනෝ ඒසස් ලෙස තරඟ කරයි.,එස්කොන්ඩිඩෝ ක්‍රීඩාංගණය කඩා වැටෙන විට පැඩ්‍රෙස් ගමන් කළේ කොහේද?,"එල් පැසෝ, ටෙක්සාස්",2146
147,147,"එල් පැසෝ, ටෙක්සාස් ඔවුන් හීලෑ කළ දා සිට කුකුළන් විශාල ප්‍රමාණයක් පිහිටුවා ඇති නමුත් සුදු ලෙගෝර්න් හැරුණු විට බොහෝ වාණිජ පක්ෂීන් දෙමුහුන් සම්භවයක් ඇත. 1800 දී පමණ කුකුළන් විශාල පරිමාණයෙන් තබා ගැනීමට පටන් ගත් අතර 1920 දී පමණ එක්සත් රාජධානියේ නවීන ඉහළ නිෂ්පාදන කුකුළු ගොවිපලවල් පැවති අතර දෙවන ලෝක යුද්ධයෙන් ඉක්බිතිව එක්සත් ජනපදයේ ස්ථාපිත විය. 20 වන ශතවර්ෂයේ මැද භාගය වන විට කුකුළු මස් නිපදවන කර්මාන්තය බිත්තර දැමීමේ කර්මාන්තයට වඩා වැදගත් විය. කුකුළු අභිජනනය මගින් විවිධ අවශ්‍යතා සපුරාලීම සඳහා අභිජනන හා වික්‍රියා නිපදවා ඇත; වසරකට බිත්තර 300 ක් නිපදවිය හැකි සැහැල්ලු රාමු සහිත බිත්තර දැමීමේ පක්ෂීන්; වේගයෙන් වර්ධනය වන, මාංසමය කුරුල්ලන් කුඩා අවධියේදී පරිභෝජනය සඳහා නියම කර ඇති අතර පිළිගත හැකි බිත්තර සංඛ්‍යාවක් සහ හොඳින් මාංසමය මළකඳක් නිපදවන උපයෝගිතා පක්ෂීන්. පිරිමි පක්ෂීන් බිත්තර දැමීමේ කර්මාන්තයේ අනවශ්‍ය වන අතර බොහෝ විට ඒවා පැටවුන් බිහි වූ වහාම හඳුනාගත හැකිය. මස් අභිජනනයේදී, මෙම පක්ෂීන් සමහර විට ආක්‍රමණ වැළැක්වීම සඳහා (බොහෝ විට රසායනිකව) වාත්තු කරනු ලැබේ. එහි ප්‍රති ing ලයක් වශයෙන් කුරුල්ලෙකු ලෙස හැඳින්වෙන කුරුල්ලාට වඩා මෘදු හා රසකාරක මස් තිබේ....",කුකුළු කර්මාන්තයේ අභිජනනය උපකාරී වූයේ කෙසේද?,"වසරකට බිත්තර 300 ක් නිපදවිය හැකි සැහැල්ලු රාමු සහිත බිත්තර දැමීමේ පක්ෂීන්; වේගයෙන් වර්ධනය වන, මාංසමය පක්ෂීන් පරිභෝජනයට නියම කර ඇත",2147
148,148,"රජයේ මහල් නිවාසයට කෙලින්ම යටින් අර්ධ රාජ්‍ය මහල් නිවාස ලෙස හැඳින්වෙන තරමක් අඩු විශාල කාමර කට්ටලයකි. කිරිගරු Hall ශාලාවෙන් විවෘත වන මෙම කාමර දිවා භෝජන සංග්‍රහ සහ පෞද්ගලික ප්‍රේක්ෂකයින් වැනි අඩු විධිමත් විනෝදාස්වාදය සඳහා යොදා ගනී. සමහර කාමර නම් කර ඇති අතර අමුත්තන් සඳහා අලංකාර කර ඇත, එනම් 1844 කාමරය, එම වර්ෂයේ රුසියාවේ I වන සාර් නිකලස්ගේ රාජ්‍ය සංචාරය සඳහා සරසා ඇති අතර, දුනු කාමරයේ අනෙක් පැත්තෙන් 1855 කාමරය ගෞරවයෙන් ප්‍රංශයේ තුන්වන නැපෝලියන් අධිරාජ්‍යයාගේ සංචාරයේ. මෙම කට්ටලයේ කේන්ද්‍රයේ දුනු කාමරය පිහිටා ඇති අතර, ඒ හරහා වාර්ෂිකව දහස් ගණනක් අමුත්තන් උද්‍යානයේ රැජිනගේ උද්‍යාන පක්ෂ වෙත පැමිණේ. රැජින සහ පිලිප් කුමරු උතුරු කොටසේ කුඩා කාමර කට්ටලයක් භාවිතා කරති. රැජින සහ පිලිප් කුමරු උතුරු කොටසේ කුඩා කාමර කට්ටලයක් භාවිතා කරති.",රැජින සහ පිලිප් කුමරු භාවිතා කරන කට්ටල කොහේද?,උතුරු කොටස,2148
149,149,"උතුරු කොටස... ... ඔබ ඉදිරිපත් කරන ඕනෑම කාණ්ඩයක් අසම්පූර්ණ වනු ඇත, නමුත් එය එය භාවිතා කිරීමෙන් හෝ එයට උපයෝගීතාවයක් ඇති බව වළක්වන්නේ නැත. """,මිනිසුන් සඳහා කුමන වර්ගීකරණ පද්ධතියක් කළේ A.W.F. එඩ්වර්ඩ්ස් තර්ක කරන්නේ? එඩ්වර්ඩ්ස් තර්ක කරන්නේ?,ලාක්ෂණික ජාන රටා,2149
150,150,"විකිරණශීලී සමස්ථානික දුසිම් කිහිපයක් සංලක්ෂිත වේ. දින 243.66 ක අර්ධ ආයු කාලයක් ඇති 65Zn, වඩාත්ම දිගුකාලීන විකිරණශීලී සමස්ථානිකය වන අතර 72Zn පැය 46.5 ක අර්ධ ආයු කාලයක් සහිත වේ. සින්ක් සතුව න්‍යෂ්ටික සමාවයවික 10 ක් ඇත. 69mZn හි දීර් half තම අර්ධ ආයු කාලය, පැය 13.76 කි. සුපර් ස්ක්‍රිප්ට් m මගින් දැක්වෙන්නේ පාරදෘශ්‍ය සමස්ථානිකයකි. පාරදෘශ්‍ය සමස්ථානිකයක න්‍යෂ්ටිය උද්දීපිත තත්වයක පවතින අතර ගැමා කිරණ ස්වරූපයෙන් ෆෝටෝනයක් විමෝචනය කිරීමෙන් නැවත භූගත තත්වයට පැමිණේ. 61Zn හි උද්දීපනය වූ ප්‍රාන්ත තුනක් ඇති අතර 73Zn ට දෙකක් තිබේ. 65Zn, 71Zn, 77Zn සහ 78Zn යන සමස්ථානිකවලට ඇත්තේ එක් උද්දීපිත තත්වයක් පමණි. 65Zn, 71Zn, 77Zn සහ 78Zn යන සමස්ථානිකවලට ඇත්තේ එක් උද්දීපිත තත්වයක් පමණි.",වඩාත්ම දිගු කලක් පැවති ගුවන් විදුලි සමස්ථානිකය කුමක්ද?,65Zn,2150
151,151,"න්‍යායාත්මක අවධාරණයෙන් තම ව්‍යාපෘතිය බෙදීමට සමගාමීව, මානව විද්‍යා ologists යින් සාමාන්‍යයෙන් ලෝකය අදාළ කාල වකවානු හා භූගෝලීය කලාපවලට බෙදා ඇත. පෘථිවියේ මානව කාලය පුරාවිද්‍යාවේ විශේෂයෙන් භාවිතා වන පැලියොලිතික් සහ නියොලිතික් වැනි ද්‍රව්‍ය මත පදනම් වූ අදාළ සංස්කෘතික සම්ප්‍රදායන්ට බෙදා ඇත. [උපුටා දැක්වීම අවශ්‍යයි] මානව වර්ගයාගේ ප්‍රධාන ප්‍රවණතා අවබෝධ කර ගැනීම සඳහා ඕල්ඩුවාන් හෝ මොස්ටේරියන් හෝ ලෙවලොයිසියානු වැනි මෙවලම් වර්ග අනුව තවදුරටත් සංස්කෘතික උප කොට් isions ාශ පුරාවිද්‍යා ologists යින්ට සහ අනෙකුත් මානව විද්‍යා ologists යින්ට උපකාර කරයි. සිතියම්කරණ සංස්කෘතීන් විද්‍යාවන් දෙකටම කේන්ද්‍රීය බැවින් මානව විද්‍යා ologists යින් සහ භූගෝල විද්‍යා s යින් සංස්කෘතික කලාපයන් සඳහා ප්‍රවේශයන් බෙදා ගනී. සංස්කෘතික සම්ප්‍රදායන් (කාලය මත පදනම් වූ) සහ සංස්කෘතික කලාප (අභ්‍යවකාශය පදනම් කරගත්) අතර සැසඳීම් කිරීමෙන් මානව විද්‍යා ologists යින් ඔවුන්ගේ විද්‍යාවේ කේන්ද්‍රීය අංගයක් වන විවිධාකාර සංසන්දනාත්මක ක්‍රම දියුණු කර ඇත. සංස්කෘතික සම්ප්‍රදායන් (කාලය මත පදනම් වූ) සහ සංස්කෘතික කලාප (අභ්‍යවකාශය පදනම් කරගත්) අතර සැසඳීම් කිරීමෙන් මානව විද්‍යා ologists යින් ඔවුන්ගේ විද්‍යාවේ කේන්ද්‍රීය අංගයක් වන විවිධාකාර සංසන්දනාත්මක ක්‍රම දියුණු කර ඇත.",මානව විද්‍යාවේ විද්‍යාවේ කේන්ද්‍රීය කොටස කුමක්ද?,සංසන්දනාත්මක ක්‍රමය,2151
152,152,"මුදු සිදුරු සහිත දැව සම්බන්ධයෙන් ගත් කල, දැව වර්ධන වේගය සහ එහි ගුණාංග අතර තරමක් නිශ්චිත සම්බන්ධතාවයක් ඇති බව පෙනේ. සාමාන්‍ය ප්‍රකාශයේ මෙය කෙටියෙන් සාරාංශගත කළ හැකිය, වඩා වේගවත් වර්ධනයක් හෝ පුළුල් වර්ධනයක්, වඩා බර, දැඩි, ශක්තිමත් සහ දැව දැඩි කරයි. මෙය මතක තබා ගත යුතු අතර, ඕක්, අළු, හිකරි සහ එකම කණ්ඩායමේ අනෙක් අය වැනි මුදු-සිදුරු සහිත දැව වලට පමණක් අදාළ වන අතර ඇත්ත වශයෙන්ම සමහර ව්‍යතිරේක හා සීමාවන්ට යටත් වේ. මෙය මතක තබා ගත යුතු අතර, ඕක්, අළු, හිකරි සහ එකම කණ්ඩායමේ අනෙක් අය වැනි මුදු-සිදුරු සහිත දැව වලට පමණක් අදාළ වන අතර ඇත්ත වශයෙන්ම සමහර ව්‍යතිරේක හා සීමාවන්ට යටත් වේ.","Er න, බර දැව පටු හෝ පුළුල් වර්ධන වළලු වලින් ඇඟවෙන්නේද?",පුළුල්,2152
153,153,"ස්වාසිලන්තයේ අධ්‍යාපනය ආරම්භ වන්නේ ළදරුවන් සඳහා පෙර පාසල් අධ්‍යාපනය, සාමාන්‍ය අධ්‍යාපනය හා පුහුණුව සඳහා ප්‍රාථමික, ද්විතීයික හා උසස් පාසල් අධ්‍යාපනය (GET) සහ තෘතීයික මට්ටමේ විශ්ව විද්‍යාල සහ විද්‍යාල සමඟ ය. පෙර පාසල් අධ්‍යාපනය සාමාන්‍යයෙන් අවුරුදු 5 හෝ ඊට අඩු ළමයින් සඳහා වන අතර ඉන් පසු සිසුන්ට රටේ ඕනෑම තැනක ප්‍රාථමික පාසලකට ඇතුළත් විය හැකිය. ස්වාසිලන්තයේ මුල් ළමාවිය රැකවරණය හා අධ්‍යාපන (ECCE) මධ්‍යස්ථාන පෙර පාසල් හෝ අසල්වැසි සත්කාරක ස්ථාන (NCPs) ආකාරයෙන් පවතී. රටේ පෙර පාසල් වයසේ දරුවන්ගෙන් 21.6% කට මුල් ළමාවිය අධ්‍යාපනය සඳහා ප්‍රවේශය ඇත. රටේ පෙර පාසල් වයසේ දරුවන්ගෙන් 21.6% කට මුල් ළමාවිය අධ්‍යාපනය සඳහා ප්‍රවේශය ඇත.",ස්වාසිලන්තයේ පෙර පාසලට ඇතුළත් වන වයස කුමක්ද?,අවුරුදු 5 හෝ ඊට අඩු,2153
