,Unnamed: 0,context_translated,question_translated,text_translated,original_index
187,187,"දිවුරුම් දුන් නිලධාරීන් 35,000 කට අධික සංඛ්‍යාවක් සිටින නිව්යෝර්ක් නගරයේ පොලිස් දෙපාර්තමේන්තුව (NYPD) සැලකිය යුතු ආන්තිකයකින් එක්සත් ජනපදයේ විශාලතම පොලිස් බලකාය වේ. NYPD හි සාමාජිකයින් නිතරම දේශපාලන politicians යන්, මාධ්‍ය සහ ඔවුන්ගේම පොලිස් මෝටර් රථ විසින් නිව්යෝර්ක්හි ෆිනෙස්ට් යන අන්වර්ථ නාමයෙන් හඳුන්වනු ලැබේ. NYPD හි සාමාජිකයින් නිතරම දේශපාලන politicians යන්, මාධ්‍ය සහ ඔවුන්ගේම පොලිස් මෝටර් රථ විසින් නිව්යෝර්ක්හි ෆිනෙස්ට් යන අන්වර්ථ නාමයෙන් හඳුන්වනු ලැබේ.",නිව් යෝර්ක් නගරයේ පොලිස් දෙපාර්තමේන්තු නිලධාරීන්ට ලබා දී ඇති අන්වර්ථ නාමය කුමක්ද?,නිව් යෝර්ක්හි හොඳම,6187
188,188,"නිව් යෝර්ක්හි හොඳම 1943 දී විද්‍යාව, ආගම සහ අනාගතය යන කෘති වලදී රවෙන් මෙම ගැටුම ""වික්ටෝරියානු තේ කෝප්පයක කුණාටුවක්"" ලෙස හඳුන්වන විට; බර්ග්සන්, වයිට්හෙඩ්, ස්මූට්ස් සහ වෙනත් අය විසින් නිෂ්පාදනය කරන ලද පරිණාමවාදී දර්ශනයේ ශ්‍රේෂ් Systems පද්ධති කෙරෙහි ඔහු තවමත් කුසලානෙන් ඉස්මතු වන වාෂ්ප කෙරෙහි දක්වන අවධානයෙන් මෙම ප්‍රකාශයේ බලය මඳක් අඩපණ වී ඇත.",පොපර් විසින් උපුටා දක්වන ලද මැවීම-පරිණාමය පිළිබඳ අදහස් සී. ඊ. රවෙන් ප්‍රකාශයට පත් කළේ කුමන වර්ෂයේදීද? පොපර් විසින් උපුටා දක්වන ලද මැවීම-පරිණාමය පිළිබඳ අදහස් රාවන් ප්‍රකාශයට පත් කරයි?,1943,6188
189,189,"ටක්සන්වල ජීවත් වූ දක්ෂ හා සම්මානලාභී ලේඛකයින් (කවියන්, නවකතාකරුවන්, නාට්‍යකරුවන්, ප්‍රබන්ධ නොවන ලේඛකයින්) අතර එඩ්වඩ් ඇබේ, අර්ස්කින් කැල්ඩ්වෙල්, බාබරා කිංග්සෝල්වර් සහ ඩේවිඩ් ෆොස්ටර් වොලස් ඇතුළත් වේ. සමහරු ඇරිසෝනා විශ්ව විද්‍යාලය සමඟ සම්බන්ධ වූ නමුත් බොහෝ දෙනෙක් ස්වාධීන ලේඛකයින් වූ අතර ඔවුන් ටක්සන්ව ඔවුන්ගේ නිවහන කර ගැනීමට තීරණය කළහ. සමකාලීන නව්‍ය කවි විවිධ ආකාරවලින් ප්‍රකාශයට පත් කිරීමට හා ඉදිරිපත් කිරීමට නගරය විශේෂයෙන් ක්‍රියාකාරී ය. උදාහරණ ලෙස වෙළඳ හා පොත් කලා සංස්කරණවල කවි පොත් ප්‍රකාශකයෙකු වන චැක්ස් ප්‍රෙස් සහ සැලකිය යුතු කවි පුස්තකාලයක් ඇති ඇරිසෝනා විශ්ව විද්‍යාලයේ කාව්‍ය මධ්‍යස්ථානය, කියවීම්, සම්මන්ත්‍රණ සහ වැඩමුළු ඉදිරිපත් කරයි. උදාහරණ ලෙස වෙළඳ හා පොත් කලා සංස්කරණවල කවි පොත් ප්‍රකාශකයෙකු වන චැක්ස් ප්‍රෙස් සහ සැලකිය යුතු කවි පුස්තකාලයක් ඇති ඇරිසෝනා විශ්ව විද්‍යාලයේ කාව්‍ය මධ්‍යස්ථානය, කියවීම්, සම්මන්ත්‍රණ සහ වැඩමුළු ඉදිරිපත් කරයි.",චැක්ස් මුද්‍රණාලය යනු කුමක්ද?,වෙළඳ හා පොත් කලා සංස්කරණවල කවි පොත් ප්‍රකාශකයෙකු,6189
190,190,වෙළඳ හා පොත් කලා සංස්කරණවල කවි පොත් ප්‍රකාශකයෙකු වෙළඳ හා පොත් කලා සංස්කරණවල කවි පොත් ප්‍රකාශකයෙකු,"කාර්දිනල් දිශාව අනුව, ඩවුන්ටවුන් ලෙස හැඳින්වෙන නගරයේ කුමන කොටසද?",නැගෙනහිර,6190
191,191,"නැගෙනහිර ශුද්ධකම, නාසරීන් සහ ක්‍රිස්තියානි විද්‍යා ව්‍යාපාර වැනි නව කණ්ඩායම් බිහි විය.",තුන්වන මහා පිබිදීම සමඟ සම්බන්ධ වූ ව්‍යාපාරය කුමක්ද?,සමාජ සුවිශේෂ ව්‍යාපාරය,6191
192,192,"සමාජ සුවිශේෂ ව්‍යාපාරය පවතින රසායනික කණ්ඩායම් හා එහි සංශුද්ධතාවය අනුව නියැදි සංයුතිය පිළිබඳ තොරතුරු ලබා ගැනීමට මෙය භාවිතා කළ හැකිය (නිදසුනක් ලෙස, තෙත් නියැදියක සෙන්ටිමීටර 3200 - 1 පමණ පුළුල් O-H අවශෝෂණයක් පෙන්වනු ඇත).",අණු වල කම්පන සංඛ්‍යාත සාමාන්‍යයෙන් අනුරූප වන්නේ කුමක් ද?,අධෝරක්ත කිරණවල සංඛ්‍යාත,6192
193,193,අධෝරක්ත කිරණවල සංඛ්‍යාත අධෝරක්ත කිරණවල සංඛ්‍යාත...,එක්සත් රාජධානිය සීඅයිඒ හා සමාන වන්නේ කුමක් ද?,රහස් බුද්ධි සේවය,6193
194,194,"රහස් බුද්ධි සේවය... සමහර ශබ්දකෝෂවල උප-දර්ශකයක් ඇති අතර එය එක් එක් රැඩිකල් අඩංගු සෑම අක්ෂරයක්ම ලැයිස්තුගත කර ඇති අතර, පරිශීලකයා චරිතයේ රැඩිකල් නොවන කොටසෙහි ආ ro ාත ගණන දන්නේ නම්, ඔහුට හෝ ඇයට නිවැරදි පිටුව කෙලින්ම සොයාගත හැකිය.",සමහර ශබ්ද කෝෂවල ඇත්තේ කුමක්ද?,උප දර්ශකය,6194
195,195,"උප දර්ශකය... පුරාණ ග්‍රීසියේ, ඉලියඩ් සහ ඔඩිසි ලියූ හෝමර්ගේ කෘති සහ කෘති හා දින සහ තියොගනි ලියූ හෙසියොඩ්, පුරාණ ග්‍රීක සාහිත්‍යයේ මුල්ම හා වඩාත්ම බලපෑම් කළ ඒවා වේ. සම්භාව්‍ය ග්‍රීක ප්‍රභේදවලට දර්ශනය, කවි, i තිහාසික ලේඛන, විකට හා නාට්‍ය ඇතුළත් විය. බටහිර දර්ශනයේ පදනම වන ප්ලේටෝ සහ ඇරිස්ටෝටල් දාර්ශනික ග්‍රන්ථ රචනා කළ අතර, සෆෝ සහ පින්ඩාර් ප්‍රබල ගීත රචකයන් වූ අතර හෙරෝඩෝටස් සහ තුසිඩයිඩස් මුල් ග්‍රීක ඉතිහාස ians යින් වූහ. පුරාණ ග්‍රීසියේ නාට්‍ය ජනප්‍රිය වුවද, සම්භාව්‍ය යුගයේදී ලියන ලද හා සිදු කරන ලද සිය ගණනක් ඛේදවාචකයන් අතර, කතුවරුන් තිදෙනෙකුගේ නාට්‍ය සීමිත සංඛ්‍යාවක් තවමත් පවතී: එස්කයිලස්, සොෆොක්ලීස් සහ යුරිපිඩීස්. ඇරිස්ටෝෆනේස්ගේ නාට්‍ය ග්‍රීක හාස්‍යයේ පැරණිතම ස්වරූපය වන ඕල්ඩ් කොමඩි නමින් හැඳින්වෙන විකට නාට්‍යයක එකම සැබෑ උදාහරණ සපයන අතර ඇත්ත වශයෙන්ම එය ප්‍රභේදය අර්ථ දැක්වීමට යොදා ගනී....",ඇරිස්ටෝෆනේස්ගේ නාට්‍ය ග්‍රීක හාස්‍යයේ පැරණිතම ස්වරූපය වන ඕල්ඩ් කොමඩි නමින් හැඳින්වෙන විකට නාට්‍යයක එකම සැබෑ උදාහරණ සපයන අතර ඇත්ත වශයෙන්ම එය ප්‍රභේදය අර්ථ දැක්වීමට යොදා ගනී....,හෝමර් විසින් ලියන ලද වීර කාව්‍යයන් දෙක කුමක්ද?,6195
196,196,"පළමු වට හය සුදුසුකම් ලැබීමේ තරඟය වන අතර, කණ්ඩායම් 32 ක් තරඟකාරී නිසි වටයේ පළමු වටය දක්වා ඉදිරියට යන අතර වෘත්තීය කණ්ඩායම් 92 න් පළමු කණ්ඩායම හමුවෙයි. අවසන් වරට පිවිසෙන්නේ ප්‍රිමියර් ලීග් සහ ශූරතා සමාජයන්ය. නූතන යුගයේ දී, ලීග් නොවන කණ්ඩායම් කිසි විටෙකත් අර්ධ අවසන් පූර්ව වටයට පැමිණ නැති අතර 2 වන මට්ටමට වඩා පහළ කණ්ඩායම් කිසි විටෙකත් අවසන් තරඟයට පැමිණ නැත. . .","නූතන යුගයේ දී, කිසිදු ලීග් නොවන කණ්ඩායමක් අර්ධ අවසන් පූර්ව වටයට පැමිණ තිබේද? ? ?",?...,6196
197,197,"අර්ධ අවසන් පූර්ව වටයට පිවිසියේ නැත එක්සත් රාජධානිය, කැනඩාව, ඕස්ට්‍රේලියාව, නවසීලන්තය, ජැමෙයිකාව, බාබඩෝස් සහ වෙනත් තැන්වල භාවිතා කිරීම සඳහා රාජකීය ප්‍රමිතීන් සහ පුද්ගලික ධජ රැජින සතුව ඇත.",ඇය රැජින වන තුරු එලිසබෙත්ගේ කබාය මත තිබූ මල කුමක්ද?,ටියුඩර් රෝස,6197
198,198,"ටියුඩර් රෝස... කෙසේ වෙතත්, ප්‍රායෝගිකව, අයවැය සැකසීම සහ වියදම් සම්බන්ධයෙන් ප්‍රාදේශීය සෞඛ්‍ය පරිපාලනයේ ස්වාධීනත්වය ප්‍රාථමික ප්‍රතිකාර සඳහා පමණක් සීමා වී ඇත.",භාරව සිටින ප්‍රාදේශීය සෞඛ්‍ය පරිපාලන මොනවාද?,භාරව සිටින ප්‍රාදේශීය සෞඛ්‍ය පරිපාලන මොනවාද?,6198
199,199,භාරව සිටින ප්‍රාදේශීය සෞඛ්‍ය පරිපාලන මොනවාද? භාරව සිටින ප්‍රාදේශීය සෞඛ්‍ය පරිපාලන මොනවාද?,,,6199
200,200,විද්‍යුත් හා චුම්භක ක්ෂේත්‍ර අතර අන්‍යෝන්‍ය අන්තර්ක්‍රියා ඇතිවීමට හේතුව කුමක්ද? සමූල ust ාතනයට පෙර ලෝකයේ යුදෙව්වන්ගේ සංඛ්‍යාව ආසන්න වශයෙන් මිලියන 16.7 ක් විය. මිලියන 10 ත් මිලියන 11.2 ත් අතර දෝලනය වන අෂ්කෙනසි යුදෙව්වන්ගේ සමකාලීන ජන විකාශනය සඳහා සංඛ්‍යාන සංඛ්‍යා වෙනස් වේ. සෙෆාර්ඩික් සහ මිස්රාහි යුදෙව්වන් පිළිබඳ දළ වශයෙන් ගණනය කිරීමක දී සර්ජියෝ ඩෙලාපර්ගෝලා ඇඟවුම් කරන්නේ ලොව පුරා යුදෙව්වන්ගෙන් 74% කටත් වඩා අඩුවෙන් අෂ්කෙනසි සිටින බවයි. වෙනත් ඇස්තමේන්තු අනුව අෂ්කෙනසි යුදෙව්වන් ලොව පුරා යුදෙව්වන්ගෙන් 75% ක් පමණ වෙති. වෙනත් ඇස්තමේන්තු අනුව අෂ්කෙනසි යුදෙව්වන් ලොව පුරා යුදෙව්වන්ගෙන් 75% ක් පමණ වෙති.,ලෝකයේ යුදෙව්වන් මිලියන 16.7 ක් පමණ සිටි ප්‍රධාන සිදුවීමට පෙර?,සමූල oc ාතනය,6200
201,201,"සමූල oc ාතනය රූසෝගේ විශ්වීය දයාව පිළිබඳ න්‍යායට බර්ක් හා ඔහු තම දරුවන් ආරම්භක රෝහලකට යවා තිබීම වෙනස් කළේය: ""ඔහුගේ වර්ගයේ පෙම්වතියක්, නමුත් ඔහුගේ .ාතීන්ට වෛර කරන්නෙක්"".",බර්ක් පහර දුන් ප්‍රංශ දාර්ශනිකයා කවුද?,ජීන්-ජැක් රූසෝ,6201
202,202,"ජීන්-ජැක් රූසෝ විකිපීඩියා ප්‍රකාශකයින්ට ග්‍රිෆිත්ගේ “විකි ස්කෑනර්” ධනාත්මකව ලැබුණේ, එය උනන්දුවක් දක්වන ගැටුම් ලිපි වලට බලපෑම් කිරීමෙන් වළක්වා ගැනීමට මෙන්ම විනිවිදභාවය වැඩි කිරීමට සහ අදාළ කරුණු ඉවත් කිරීමට හෝ විකෘති කිරීමට දරන උත්සාහයන් අවම කිරීමට උපකාරී වූ බව සඳහන් කරමිනි.",ග්‍රිෆිත්ගේ මෙවලම වැඩි කිරීමට උපකාරී වූයේ කුමක්ද?,විනිවිදභාවය,6202
203,203,විනිවිදභාවය... 1845 වන විට ධනවත් යුරෝපීයයන් 240 කටත් වඩා අඩු සංඛ්‍යාවක් එවකට වික්ටෝරියා හි දී නිකුත් කරන ලද සියලුම එ oral ේර බලපත්‍ර ලබාගෙන වික්ටෝරියා හි බලවත් දේශපාලන හා ආර්ථික බලවේගයක් බවට පත්විය.,වික්ටෝරියානු ආදිවාසී කණ්ඩායම් විශාල වශයෙන් තම භූමියෙන් අවතැන් වූයේ කුමන වසරවල ද?,1836 සහ 1842 අතර,6203
204,204,1836 සහ 1842 අතර... සුපිරි නෞකාව මෙන්ම එක්සත් ජනපද නාවික හමුදාවට උභයජීවී ප්‍රහාරක නැව් නවයක් ඇත. මේවාට ප්‍රහාරක ජෙට් යානා 25 ක් දක්වා ගෙන යා හැකි අතර සමහර අවස්ථාවල වෙනත් ජාතීන්ගේ ස්ථාවර ගුවන් යානා තරම් විශාල වේ.,ලෝකයේ විශාලතම වාහකයන් අයිති කාටද?,එක්සත් ජනපද නාවික හමුදාව,6204
205,205,"එක්සත් ජාතීන්ගේ නොවන සාමාජිකයෙකු වීම හෝ ප්‍රකාශයට පත් කරන අවස්ථාවේ දී අවශ්‍ය දත්ත ලබා දීමට අපොහොසත් වීම හෝ අකමැති වීම වැනි විවිධ හේතු නිසා සමහර රටවල් ඇතුළත් නොවීය. සීමිත පිළිගැනීමක් ඇති ප්‍රාන්තවලට අමතරව, පහත සඳහන් ප්‍රාන්ත ද ඇතුළත් නොවීය. සීමිත පිළිගැනීමක් ඇති ප්‍රාන්තවලට අමතරව, පහත සඳහන් ප්‍රාන්ත ද ඇතුළත් නොවීය.",රටවල් බැහැර කිරීමට හේතු තුන කුමක්ද?,එක්සත් ජාතීන්ගේ නොවන සාමාජිකයෙකු වීම හෝ ප්‍රකාශනය කරන අවස්ථාවේ දී අවශ්‍ය දත්ත ලබා දීමට අපොහොසත් වීම හෝ අකමැති වීම,6205
206,206,"2008 පර්යේෂණ ඇගයීම් අභ්‍යාසය මඟින් ඉදිරිපත් කරන ලද කාර්ය මණ්ඩලය 1225 න් 26% ක්ම ලොව ප්‍රමුඛ (4 *) සහ තවත් 47% ක් ජාත්‍යන්තර වශයෙන් විශිෂ්ට (3 *) ලෙස ආපසු ලබා දෙන ලදී. 2008 පර්යේෂණ තක්සේරු අභ්‍යාසය මගින් පිරිසිදු ගණිතය, වසංගත රෝග විද්‍යාව සහ මහජන සෞඛ්‍යය, රසායනික ඉංජිනේරු විද්‍යාව, සිවිල් ඉංජිනේරු විද්‍යාව සහ යාන්ත්‍රික, ගුවන් හා නිෂ්පාදන ඉංජිනේරු යන විෂයයන් පහක් ජාත්‍යන්තරව පිළිගත් අනුපාතයට අනුව හොඳම [පැහැදිලි කිරීම] ලෙස තක්සේරු කරන ලදී. පර්යේෂණ ගුණාත්මකභාවය. 2008 පර්යේෂණ තක්සේරු අභ්‍යාසය මගින් පිරිසිදු ගණිතය, වසංගත රෝග විද්‍යාව සහ මහජන සෞඛ්‍යය, රසායනික ඉංජිනේරු විද්‍යාව, සිවිල් ඉංජිනේරු විද්‍යාව සහ යාන්ත්‍රික, ගුවන් හා නිෂ්පාදන ඉංජිනේරු යන විෂයයන් පහක් ජාත්‍යන්තරව පිළිගත් අනුපාතයට අනුව හොඳම [පැහැදිලි කිරීම] ලෙස තක්සේරු කරන ලදී. පර්යේෂණ ගුණාත්මකභාවය.",ඉම්පීරියල් හි කාර්ය මණ්ඩල සාමාජිකයින් සෙසු ලෝකයට සාපේක්ෂව ඔවුන්ගේ ස්ථාවරය තීරණය කිරීම සඳහා තක්සේරු කළ කණ්ඩායම කුමක්ද?,පර්යේෂණ ඇගයීම් අභ්‍යාසය,6206
207,207,"අතීතයේ දී අත්විඳ ඇති පරිදි මහා පරිමාණ දේශගුණික විපර්යාසයන් සංක්‍රමණික වේලාවට බලපෑමක් ඇති කරනු ඇතැයි අපේක්ෂා කෙරේ. සංක්‍රමණයේ කාල වෙනස්වීම්, අභිජනනය මෙන්ම ජනගහන විචලනයන් ඇතුළු විවිධ බලපෑම් අධ්‍යයනවලින් පෙන්නුම් කර ඇත. සංක්‍රමණයේ කාල වෙනස්වීම්, අභිජනනය මෙන්ම ජනගහන විචලනයන් ඇතුළු විවිධ බලපෑම් අධ්‍යයනවලින් පෙන්නුම් කර ඇත.",සංක්‍රමණ කාලයට බලපෑමක් ඇති කිරීමට අපේක්ෂා කරන්නේ කුමක්ද?,දේශගුණික විපර්යාස,6207
208,208,"පෘතුගීසි මුදල් යනු යුරෝ (€) වන අතර එය පෘතුගීසි එස්කූඩෝ වෙනුවට ආදේශ කළ අතර රට යුරෝ කලාපයේ මුල් සාමාජික රටවලින් එකකි. පෘතුගාලයේ මහ බැංකුව වන්නේ යුරෝපීය බැංකු පද්ධතියේ අනිවාර්ය අංගයක් වන බැන්කෝ ඩි පෘතුගාලයයි. බොහෝ කර්මාන්ත, ව්‍යාපාර සහ මූල්‍ය ආයතන සංකේන්ද්‍රණය වී ඇත්තේ ලිස්බන් සහ පෝටෝ අගනගරවලය - සෙටබාල්, ඇවීරෝ, බ්‍රාගා, කොයිම්බ්‍රා සහ ලයිරියා දිස්ත්‍රික්ක මෙම ප්‍රධාන ක්ෂේත්‍ර දෙකෙන් පිටත විශාලතම ආර්ථික මධ්‍යස්ථාන වේ. ලෝක සංචාරක සම්මාන වලට අනුව පෘතුගාලය යුරෝපයේ ප්‍රමුඛතම ගොල්ෆ් ගමනාන්තය 2012 සහ 2013 වේ. ලෝක සංචාරක සම්මාන වලට අනුව පෘතුගාලය යුරෝපයේ ප්‍රමුඛතම ගොල්ෆ් ගමනාන්තය 2012 සහ 2013 වේ.","ලෝක සංචාරක සම්මාන වලට අනුව, පෘතුගාලය යුරෝපයේ ප්‍රමුඛ ගමනාන්තය ලෙස හඳුන්වන්නේ කුමන ක්‍රියාකාරකම් සඳහාද?",ගොල්ෆ්,6208
209,209,"ප්‍රදර්ශන ක්‍රීඩාවක් (මිත්‍රශීලී, සීරීම්, නිරූපණයක්, පූර්ව සෘතු ක්‍රීඩාවක්, උණුසුම් කිරීමේ තරඟයක් හෝ සූදානම් වීමේ තරඟයක් ලෙසද හැඳින්වේ. හෝ කණ්ඩායමේ ශ්‍රේණිගත කිරීම් ශුන්‍ය හෝ වෙනත් ආකාරයකින් බෙහෙවින් අඩු වේ. කණ්ඩායම් ක්‍රීඩා වලදී, මෙම වර්ගයේ තරඟ බොහෝ විට පුහුණුකරුවන්ට සහ කළමනාකරුවන්ට ලීග් වාරයක හෝ තරඟාවලියක තරඟකාරී තරඟ සඳහා ක්‍රීඩකයින් තෝරා ගැනීමට උපකාර කරයි. ක්‍රීඩකයන් සාමාන්‍යයෙන් වෙනත් ලීගවල විවිධ කණ්ඩායම් වල ක්‍රීඩා කරන්නේ නම්, ප්‍රදර්ශන ක්‍රීඩා මඟින් ක්‍රීඩකයන්ට එකිනෙකා සමඟ වැඩ කිරීමට ඉගෙන ගැනීමට අවස්ථාව ලැබේ. ක්‍රීඩා වෙනම කණ්ඩායම් අතර හෝ එකම කණ්ඩායමේ කොටස් අතර පැවැත්විය හැකිය. ක්‍රීඩා වෙනම කණ්ඩායම් අතර හෝ එකම කණ්ඩායමේ කොටස් අතර පැවැත්විය හැකිය.",'පූර්ව සෘතු ක්‍රීඩාවක්' යනු තවත් යෙදුමකි.,'පූර්ව සෘතු ක්‍රීඩාවක්' යනු තවත් යෙදුමකි....,6209
210,210,ප්‍රදර්ශන ක්‍රීඩාව ප්‍රදර්ශන ක්‍රීඩාව,"නෙප්චූන් සූර්යයාට සමීපව පිහිටුවා ඇත්නම්, පදාර්ථ dens නත්වය කුමක්ද?","නෙප්චූන් සූර්යයාට සමීපව පිහිටුවා ඇත්නම්, පදාර්ථ dens නත්වය කුමක්ද?",6210
211,211,"නෙප්චූන් සූර්යයාට සමීපව පිහිටුවා ඇත්නම්, පදාර්ථ dens නත්වය කුමක්ද? අධිකරණමය අරමුණු සඳහා, ස්කොට්ලන්තය, උතුරු අයර්ලන්තය සහ එංගලන්තය සහ වේල්සය (දෙවැන්න එක් ආයතනයක්) වෙනම නීතිමය අධිකරණ බලයක් සාදයි, සමස්තයක් ලෙස එක්සත් රාජධානිය සඳහා තනි නීතියක් නොමැත.",උතුරු අයර්ලන්තය කුමන රටක කොටසක්ද?,මහා බ්‍රිතාන්‍යයේ සහ උතුරු අයර්ලන්තයේ එක්සත් රාජධානිය,6211
212,212,"ඉන්දියාවේ, ව්‍යවස්ථා විෂයයන් ලැයිස්තු 3 කට බෙදා ඇත - යුනියන් ලැයිස්තුව, රාජ්‍ය ලැයිස්තුව සහ සමගාමී ලැයිස්තුව. සාමාන්‍ය නීති සම්පාදන ක්‍රියාවලියේදී, යූනියන් ලැයිස්තුවේ ඇති විෂයයන් නීතිගත කළ හැක්කේ ඉන්දියානු පාර්ලිමේන්තුව නමින් හැඳින්වෙන මධ්‍යම ව්‍යවස්ථාදායක මණ්ඩලයට පමණි. රාජ්‍ය ලැයිස්තුවේ විෂයයන් සඳහා නීති සම්පාදනය කළ හැක්කේ අදාළ ප්‍රාන්ත ව්‍යවස්ථාදායකයට පමණි. සමගාමී විෂයයන් සඳහා වන අතර, කේන්ද්‍රය සහ ප්‍රාන්තය යන දෙකටම නීති සම්පාදනය කළ හැකිය. එහෙත් ජාත්‍යන්තර ගිවිසුම් ක්‍රියාත්මක කිරීම සඳහා, විෂය ලැයිස්තු වල පොදු බෙදීම ඉක්මවා යන ඕනෑම විෂයයක් පිළිබඳව පාර්ලිමේන්තුවට නීති සම්පාදනය කළ හැකිය. එහෙත් ජාත්‍යන්තර ගිවිසුම් ක්‍රියාත්මක කිරීම සඳහා, විෂය ලැයිස්තු වල පොදු බෙදීම ඉක්මවා යන ඕනෑම විෂයයක් පිළිබඳව පාර්ලිමේන්තුවට නීති සම්පාදනය කළ හැකිය.",ඉන්දියාවේ ව්‍යවස්ථා විෂයයන් බෙදා ඇත්තේ කුමන ලැයිස්තු 3 ට ද?,"යුනියන් ලැයිස්තුව, රාජ්‍ය ලැයිස්තුව සහ සමගාමී ලැයිස්තුව",6212
213,213,"යුනියන් ලැයිස්තුව, රාජ්‍ය ලැයිස්තුව සහ සමගාමී ලැයිස්තුව... එහෙත් නාවික හමුදාව පරාජය වීම සහ එහි ප්‍රති Tai ලයක් ලෙස තායිවානයට නැව් ගමනාගමනයට ඇති තර්ජනය හේතුවෙන් චීනයට අහිතකර කොන්දේසි මත සාමය නිගමනය කිරීමට සිදුවිය.",ඊතල යුද්ධය කවදාද?,(1856-60),6213
214,214,(1856-60) (1856-60),"Ically තිහාසිකව, එනෝසිස් පිළිබඳ අදහස වෙනත් කුමන අදහසක කොටසක් ද?",මෙගාලි අදහස,6214
215,215,"දූෂිත, සූරාකෑමේ ඒකාධිපතියෙකුගේ සම්භාව්‍ය නඩුව වන්නේ 1965 සිට 1997 දක්වා කොංගෝ ප්‍රජාතන්ත්‍රවාදී ජනරජය (ඔහු සයිරේ ලෙස නම් කරන ලදී) පාලනය කළ මාෂල් මොබුටු සේසේ සේකෝගේ පාලන තන්ත්‍රයයි. බොහෝ දුරට මොබුටුගේ තන්ත්‍රය නිවැරදිව විස්තර කිරීමේ අවශ්‍යතාවයට ප්‍රතිචාර වශයෙන්. තවත් සම්භාව්‍ය සිද්ධියක් වන්නේ නයිජීරියාව, විශේෂයෙන් 1993 සිට 1998 දී ඔහු මිය යන තුරුම නයිජීරියාවේ තථ්‍ය ජනාධිපති ලෙස කටයුතු කළ ජෙනරාල් සනී අබාචාගේ පාලනය යටතේ ය. ඔහු ඇමරිකානු ඩොලර් බිලියන 3-4ක් පමණ සොරකම් කළ බව පිළිගැනේ. ඔහු සහ ඔහුගේ relatives ාතීන් බොහෝ විට නයිජීරියානු 419 ලිපි වංචාවල සඳහන් කර ඇත්තේ ඔහුගේ සොරකම් කරන ලද ""වාසනාව"" සොරකම් කිරීම සඳහා ""උදව්"" සඳහා විශාල ධනයක් ලබා දෙන බව කියමිනි. එය යථාර්ථයේ දී නොපවතී. 1960 සිට 1999 දක්වා කාලය තුළ නයිජීරියාවේ නායකයින් විසින් ඩොලර් බිලියන 400 කට වැඩි මුදලක් භාණ්ඩාගාරයෙන් සොරකම් කරන ලදී. 1960 සිට 1999 දක්වා කාලය තුළ නයිජීරියාවේ නායකයින් විසින් ඩොලර් බිලියන 400 කට වැඩි මුදලක් භාණ්ඩාගාරයෙන් සොරකම් කරන ලදී.",1965 සිට 1997 දක්වා සයිරේහි ඒකාධිපතියා කවුද?,මාෂල් මොබුටු සේසේ සේකෝ,6215
216,216,"පෙරහන් බැංකුවේ ගස් ව්‍යුහය හේතුවෙන් පෙර-ප්‍රතිරාවය ගැටළු වඩාත් නරක අතට හැරේ, මන්ද පෙරහන් බැංකු දෙකේ ඒකාබද්ධ ආවේගාත්මක ප්‍රතිචාරය කාල / සංඛ්‍යාත විභේදනය තුළ ප්‍රශස්ත විසඳුමක් ලබා දිය නොහැකි අතර එය කළ නොහැකි බැවිනි. මීට අමතරව, පෙරහන් බැංකු දෙකේ නිමැවුම් සංයෝජනය කිරීමෙන් අන්වර්ථකරණ ගැටලු නිර්මාණය වන අතර එය ""අන්වර්ථ වන්දි"" අදියර මගින් අර්ධ වශයෙන් හැසිරවිය යුතුය; කෙසේ වෙතත්, එමඟින් සංඛ්‍යාත වසමේ කේතනය කිරීමට අතිරික්ත ශක්තියක් නිර්මාණය වන අතර එමඟින් කේතීකරණ කාර්යක්ෂමතාව අඩු වේ. [උපුටා දැක්වීම අවශ්‍යයි] [උපුටා දැක්වීම අවශ්‍යයි]",පෙරහන් බැංකු දෙකක ප්‍රතිදානයන් ඒකාබද්ධ කිරීමෙන් කුමන ආකාරයේ ගැටලුවක් ඇති වේද?,අන්වර්ථ නාමය,6216
